0.0	0.0	0.000402982067298
0.0	2.02	0.000805964134596
0.0	4.04	0.000201491033649
0.0	6.06	0.00100745516825
0.0	8.08	0.000604473100947
0.0	10.1	0.0
0.0	12.12	0.000604473100947
0.0	14.14	0.000604473100947
0.0	16.16	0.0
0.0	18.18	0.00100745516825
0.0	20.2	0.000805964134596
0.0	22.22	0.0
0.0	24.24	0.000201491033649
0.0	26.26	0.000402982067298
0.0	28.28	0.000201491033649
0.0	30.3	0.000604473100947
0.0	32.32	0.000201491033649
0.0	34.34	0.0
0.0	36.36	0.000604473100947
0.0	38.38	0.000604473100947
0.0	40.4	0.000201491033649
0.0	42.42	0.00100745516825
0.0	44.44	0.000201491033649
0.0	46.46	0.000604473100947
0.0	48.48	0.000201491033649
0.0	50.5	0.000402982067298
0.0	52.52	0.000402982067298
0.0	54.54	0.000201491033649
0.0	56.56	0.000201491033649
0.0	58.58	0.0
0.0	60.6	0.000402982067298
0.0	62.62	0.000402982067298
0.0	64.64	0.0
0.0	66.66	0.000604473100947
0.0	68.68	0.000402982067298
0.0	70.7	0.000604473100947
0.0	72.72	0.000402982067298
0.0	74.74	0.000201491033649
0.0	76.76	0.00100745516825
0.0	78.78	0.000604473100947
0.0	80.8	0.00100745516825
0.0	82.82	0.000402982067298
0.0	84.84	0.0
0.0	86.86	0.000201491033649
0.0	88.88	0.000402982067298
0.0	90.9	0.000201491033649
0.0	92.92	0.000402982067298
0.0	94.94	0.000604473100947
0.0	96.96	0.0
0.0	98.98	0.000402982067298
2.02	0.0	0.000402982067298
2.02	2.02	0.000402982067298
2.02	4.04	0.000402982067298
2.02	6.06	0.0
2.02	8.08	0.000402982067298
2.02	10.1	0.00100745516825
2.02	12.12	0.000402982067298
2.02	14.14	0.000402982067298
2.02	16.16	0.000604473100947
2.02	18.18	0.000604473100947
2.02	20.2	0.000805964134596
2.02	22.22	0.000402982067298
2.02	24.24	0.0
2.02	26.26	0.0
2.02	28.28	0.000201491033649
2.02	30.3	0.000402982067298
2.02	32.32	0.000402982067298
2.02	34.34	0.000402982067298
2.02	36.36	0.000604473100947
2.02	38.38	0.000604473100947
2.02	40.4	0.000402982067298
2.02	42.42	0.000201491033649
2.02	44.44	0.000604473100947
2.02	46.46	0.000201491033649
2.02	48.48	0.000201491033649
2.02	50.5	0.000201491033649
2.02	52.52	0.000604473100947
2.02	54.54	0.000805964134596
2.02	56.56	0.00100745516825
2.02	58.58	0.000604473100947
2.02	60.6	0.000805964134596
2.02	62.62	0.000201491033649
2.02	64.64	0.000604473100947
2.02	66.66	0.000201491033649
2.02	68.68	0.000201491033649
2.02	70.7	0.0
2.02	72.72	0.000402982067298
2.02	74.74	0.000604473100947
2.02	76.76	0.000201491033649
2.02	78.78	0.000604473100947
2.02	80.8	0.000201491033649
2.02	82.82	0.000604473100947
2.02	84.84	0.000201491033649
2.02	86.86	0.000402982067298
2.02	88.88	0.000604473100947
2.02	90.9	0.000805964134596
2.02	92.92	0.000402982067298
2.02	94.94	0.000402982067298
2.02	96.96	0.000402982067298
2.02	98.98	0.000201491033649
4.04	0.0	0.000402982067298
4.04	2.02	0.000201491033649
4.04	4.04	0.000402982067298
4.04	6.06	0.000805964134596
4.04	8.08	0.000201491033649
4.04	10.1	0.000201491033649
4.04	12.12	0.000805964134596
4.04	14.14	0.000402982067298
4.04	16.16	0.000604473100947
4.04	18.18	0.00100745516825
4.04	20.2	0.000402982067298
4.04	22.22	0.000604473100947
4.04	24.24	0.000805964134596
4.04	26.26	0.000604473100947
4.04	28.28	0.000201491033649
4.04	30.3	0.000604473100947
4.04	32.32	0.000604473100947
4.04	34.34	0.000805964134596
4.04	36.36	0.000402982067298
4.04	38.38	0.000201491033649
4.04	40.4	0.000402982067298
4.04	42.42	0.000402982067298
4.04	44.44	0.000402982067298
4.04	46.46	0.000201491033649
4.04	48.48	0.000805964134596
